review,aspect_category,sentiment
Love Al Di La,RESTAURANT#GENERAL,positive
I recommend this place to everyone.,RESTAURANT#GENERAL,positive
Great food.,FOOD#QUALITY,positive
One of my favorite places in Brooklyn.,RESTAURANT#GENERAL,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,positive
"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",FOOD#QUALITY,positive
Overpriced and not tasty,FOOD#PRICES,negative
Overpriced and not tasty,FOOD#QUALITY,negative
The food here was mediocre at best.,FOOD#QUALITY,negative
It was totally overpriced- fish and chips was about $15....,FOOD#PRICES,negative
It was totally overpriced- fish and chips was about $15....,FOOD#PRICES,negative
There are so many other great places to go to eat and drink..... this place is not worth it...,,
Tasty Dog!,FOOD#QUALITY,positive
"An awesome organic dog, and a conscious eco friendly establishment.",FOOD#QUALITY,positive
"An awesome organic dog, and a conscious eco friendly establishment.",RESTAURANT#MISCELLANEOUS,positive
One of the best hot dogs I have ever eaten.,FOOD#QUALITY,positive
Can't wait to go back.,RESTAURANT#GENERAL,positive
The Cypriot restaurant has a lot going for it.,RESTAURANT#GENERAL,positive
But the best pork souvlaki I ever had is the main thing.,FOOD#QUALITY,positive
Trust me.,,
Run don't walk.,RESTAURANT#GENERAL,positive
Super YUMMY Pizza!,FOOD#QUALITY,positive
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,AMBIENCE#GENERAL,positive
"I LOOOVE their eggplant pizza, as well as their pastas!",FOOD#QUALITY,positive
"I LOOOVE their eggplant pizza, as well as their pastas!",FOOD#QUALITY,positive
"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",FOOD#STYLE_OPTIONS,positive
"We had fun eating in there, we were there like around 3 a.m. in the morning!",RESTAURANT#GENERAL,positive
"Will comeback for sure, wish they have it here in LA..",RESTAURANT#GENERAL,positive
"Excellent food, although the interior could use some help.",FOOD#QUALITY,positive
"Excellent food, although the interior could use some help.",AMBIENCE#GENERAL,negative
"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",AMBIENCE#GENERAL,negative
"I paid just about $60 for a good meal, though :)",FOOD#QUALITY,positive
"I paid just about $60 for a good meal, though :)",FOOD#PRICES,positive
Great sake!,DRINKS#QUALITY,positive
"Reliable, Fresh Sushi",FOOD#QUALITY,positive
My husband and I take out from here 3-4 times a month.,,
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#QUALITY,positive
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#STYLE_OPTIONS,positive
The sashimi is always fresh and the rolls are innovative and delicious.,FOOD#QUALITY,positive
Have never had a problem with service save a missing rice once.,SERVICE#GENERAL,positive
Delivery can be spot on or lacking depending on the weather and the day of the week.,SERVICE#GENERAL,negative
Delivery guy sometimes get upset if you don't tip more than 10%.,SERVICE#GENERAL,negative
We've found it to be better and fresher than Kiku which is comparable in price.,,
Best. Sushi. Ever.,FOOD#QUALITY,positive
This place has ruined me for neighborhood sushi.,FOOD#QUALITY,positive
"Creative, consistent, fresh.",FOOD#QUALITY,positive
"Creative, consistent, fresh.",FOOD#STYLE_OPTIONS,positive
"Excellent sashimi, and the millennium roll is beyond delicious.",FOOD#QUALITY,positive
"Excellent sashimi, and the millennium roll is beyond delicious.",FOOD#QUALITY,positive
Not cheap but very yummy.,FOOD#PRICES,negative
Not cheap but very yummy.,FOOD#QUALITY,positive
Love it.,RESTAURANT#GENERAL,positive
"Very, very nice",RESTAURANT#GENERAL,positive
"The place is a bit hidden away, but once you get there, it's all worth it.",LOCATION#GENERAL,neutral
"The place is a bit hidden away, but once you get there, it's all worth it.",RESTAURANT#GENERAL,positive
not only is the food,FOOD#QUALITY,positive
not only is the food,RESTAURANT#GENERAL,positive
Loved It,RESTAURANT#GENERAL,positive
My wife and I went to Water's Edge for a romantic dinner.,,
We had a very nice time.,RESTAURANT#GENERAL,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",SERVICE#GENERAL,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",FOOD#QUALITY,positive
"The waiter was attentive, the food was delicious and the views of the city were great.",LOCATION#GENERAL,positive
I'd definitely go back again.,RESTAURANT#GENERAL,positive
Great place to relax and enjoy your dinner,AMBIENCE#GENERAL,positive
There is something about their atmosphere that makes me come back nearly every week.,AMBIENCE#GENERAL,positive
"Place is open till late, no dress code.",RESTAURANT#MISCELLANEOUS,positive
Good food: my favorite is the seafood spaghetti.,FOOD#QUALITY,positive
Good food: my favorite is the seafood spaghetti.,FOOD#QUALITY,positive
Highly recommended!,RESTAURANT#GENERAL,positive
Excellent food for great prices,FOOD#QUALITY,positive
Excellent food for great prices,FOOD#PRICES,positive
My husband and I have been sold on this from the first visit.,RESTAURANT#GENERAL,positive
The wait staff is very courteous and accomodating.,SERVICE#GENERAL,positive
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",RESTAURANT#MISCELLANEOUS,negative
"The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.",FOOD#QUALITY,positive
There are no negatives to speak of.,RESTAURANT#GENERAL,positive
the bestt!,RESTAURANT#GENERAL,positive
my favorite place lol,RESTAURANT#GENERAL,positive
i love their chicken pasta cant remember the name but is sooo good,FOOD#QUALITY,positive
its alright,RESTAURANT#GENERAL,neutral
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",RESTAURANT#GENERAL,positive
"im not necessarily fanatical about this place, but it was a fun time for low pirces.",RESTAURANT#PRICES,positive
"lobster was good, nothing spectacular.",FOOD#QUALITY,neutral
"its just a fun place to go, not a five star restaraunt.",RESTAURANT#GENERAL,neutral
Way below average,RESTAURANT#GENERAL,negative
I think the pizza is so overrated and was under cooked.,FOOD#QUALITY,negative
Had no flavor and the staff is rude and not attentive.,SERVICE#GENERAL,negative
Had no flavor and the staff is rude and not attentive.,FOOD#QUALITY,negative
Would NEVER go back,RESTAURANT#GENERAL,negative
I love this place,RESTAURANT#GENERAL,positive
I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,FOOD#QUALITY,positive
The service was quick and friendly.,SERVICE#GENERAL,positive
Everyone was smiling so that made me feel welcome.,SERVICE#GENERAL,positive
I thought the restaurant was nice and clean.,RESTAURANT#GENERAL,positive
I thought the restaurant was nice and clean.,AMBIENCE#GENERAL,positive
I ordered the vitello alla marsala and I was pretty impressed.,FOOD#QUALITY,positive
The veal and the mushrooms were cooked perfectly.,FOOD#QUALITY,positive
The veal and the mushrooms were cooked perfectly.,FOOD#QUALITY,positive
The potato balls were not dry at all... in fact it was buttery.,FOOD#QUALITY,positive
The only downside... they only take cash which is OK if you know about it ahead of time.,RESTAURANT#MISCELLANEOUS,negative
I'll be back for sure.,RESTAURANT#GENERAL,positive
WORST PLACE ON SMITH STREET IN BROOKLYN,RESTAURANT#GENERAL,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",SERVICE#GENERAL,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",SERVICE#GENERAL,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",FOOD#QUALITY,negative
"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",SERVICE#GENERAL,negative
I would never recommend this place to anybody even for a casual dinner.,RESTAURANT#GENERAL,negative
awesome,RESTAURANT#GENERAL,positive
the food is always fresh ...,FOOD#QUALITY,positive
overpriced japanese food with mediocre service,FOOD#PRICES,negative
overpriced japanese food with mediocre service,SERVICE#GENERAL,neutral
Went here on sat 1/26 and was disappointed.,RESTAURANT#GENERAL,negative
Chicken teriyaki had tomato or pimentos on top??,FOOD#STYLE_OPTIONS,negative
food was luke warm.,FOOD#QUALITY,negative
The waitress was not attentive at all.,SERVICE#GENERAL,negative
I was looking for banana tempura for dessert and they dont have.,FOOD#STYLE_OPTIONS,negative
Too many other good places to have to settle.,,
"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",RESTAURANT#PRICES,negative
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",FOOD#QUALITY,positive
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",SERVICE#GENERAL,positive
"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",RESTAURANT#GENERAL,negative
I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,FOOD#PRICES,negative
"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",FOOD#QUALITY,positive
Just go to Yamato and order the Red Dragon Roll.,RESTAURANT#GENERAL,positive
Just go to Yamato and order the Red Dragon Roll.,FOOD#QUALITY,positive
"If you don't like it, I don't know what to tell you.",FOOD#QUALITY,positive
The Seafood Dynamite is also otherworldly.,FOOD#QUALITY,positive
I'm not even going to bother to describe it; it speaks for itself.,FOOD#QUALITY,positive
Favorite Sushi in NYC,FOOD#QUALITY,positive
"I have eaten at some of the 'best' sushi joints in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.",,
