ReviewTitle,ReviewBody,ReviewStar,Product
"Stopped working. Exchanged item too didn't work.
","Please be careful. This one stopped working in a few months. I exchanged it with BOAT on their official website. I did receive another one. But it stopped working exactly after one week. This is very disappointing.
",1,boAt Rockerz 255
"Decent buds
","It's a good product for the price but if you are expecting to amazing sound quality then it's not for you it's a decent package but mid and lows are lacking bass is power full sound is clear backup is good and that's it! I personally am fan of Sennheiser but this is way more cheaper then that so decide for yourself and yeah it's better that jbl in this price range...
",3,boAt Rockerz 255
"Nice product and worthable
","Only to sae battery little bit weak and the finiahing of rubber material is very goid also i using in rain season not at all problme also sweat happens no effect  or damage occur to headphones very nice auperb headphone.rest sound  of bass and treble sound is awesome  i buy from amazon.in thanks amazon . From.chepas headphones better buy this one I recommend to all..
",4,boAt Rockerz 255
"Overpriced. Bass should be tuned to prevent it from actual sound.
","<first  hour review>Phone call:Poor voice quality on phone calls. Some bass kills the clarity in voice.Music:Inferior sound quality when listening to music.Podcast:Average performance. Unnecessary bass is spooling the podcast experience.
",3,boAt Rockerz 255
"Honest review after 2 month continuously using
","it has  extreme bass and a great extent noise cancellation and decent sound clarity. It has a mindblowing battery which gives 7-8 hrs music playback time . It's mic is also good & you will not be  disappointed with the voice quality. But more than putting 2 hrs it feels very uncomfortable to me bcz of its conical buds(can be removed). It's Wires are a bit long which makes it odd in looking.It's long wires really disappointed me. Its packaging is bad.Otherwise it is a very good headphone in this price segment.  I really liked it.
",5,boAt Rockerz 255
"Great sound amd battery.
","Great earphone in sound and built quality but not that good in range. Sound quality is great, even earphone is balanced and stays back in your neck. Battery is also good as I've never counted on timer but yes more than 6 hrs. Earphone can run whole day or single charge. Butto s are good and all functional as told.Mic is too sensitive even small pin drop in room feels like loud sound to person on other side of call.I found only range and mic sensitivity issue, even sometimes sound lags when device is in your hand or pocket.I returned it on these 2 factors only, rest are good.
",4,boAt Rockerz 255
"The Worst Earphones Ever
","First of all,, This review is about Boat Rockerz 255 Bluetooth earphone. Generally , I don't have the habit of writing product reviews but this s*** earphones made me review this in order to save the other consumers who are planning to buy this CRAP. In my opinion ,,Firstly , An earphone should be comfortable to wear. In this regard,, it makes you to cry in pain even after 5 minutes of usage !! Secondly , it should have a good audio Quality !! It's just okayish when it comes to sound quality, Nothing great to talk about it. Overall, Never buy this earphone even if they give it for free unless if you wanna hurt your ears with this abysmal earphones.
",1,boAt Rockerz 255
"Good but not the best
","The product is good.Sound is almost acceptable at the priceGood bass thoughNoise cancellation is decentThe eartips are not that comfortable for long time useBattery last about 3 days as per my usage of daily 3-4 hours of useBuilt quality and design is goodLove the magnet concept, helps to keep the earphones in placeThey could have added the pause feature if possibleIf you get a good deal go for it
",4,boAt Rockerz 255
"Surrounding issue
","In 2 months surrounding issue...1 side is totally damaged..And not working...Want to replace...Plzz help
",1,boAt Rockerz 255
"Read full review
","I am writing this review after using it for 2 months,  Sound quality is good, not comfortable in ears, headphones are very lightweight that you couldn't wear this while driving at 60kmph, batry last for one day when fully charged, couldn't change the songs from control keys
",3,boAt Rockerz 255
"Good Product, as long as it lasts. (4 months for me)
","I bought this product in Jan 2019, and now in May 2019 one of its earpieces has stopped working. The earphones performed well while they were working. The sound quality was good, and connection with the phone remained solid throughout. Full chsrgey took around 2-3 hours and it lasted for 6-7 hours on an average.The mic is a little weak, I had to often repeat what I said as the voice wasn't clear sometimes on the other end.I used them extensively for jogs and gym and they performed admirably, never getting out of the ear midway and the coiled around the neck pretty comfortably.Just expected them to last more than just 4 months.
",3,boAt Rockerz 255
